,PEOPLEUSDT_PERP.A_ls_ratio,OMGUSDT_PERP.A_ls_ratio,BALUSDT_PERP.A_ls_ratio,RENUSDT_PERP.A_ls_ratio,CRVUSDT_PERP.A_ls_ratio,STORJUSDT_PERP.A_ls_ratio,RLCUSDT_PERP.A_ls_ratio,SXPUSDT_PERP.A_ls_ratio,KAVAUSDT_PERP.A_ls_ratio,RSRUSDT_PERP.A_ls_ratio,MTLUSDT_PERP.A_ls_ratio,DOGEUSDT_PERP.A_ls_ratio,BANDUSDT_PERP.A_ls_ratio,WAVESUSDT_PERP.A_ls_ratio,KSMUSDT_PERP.A_ls_ratio,ALGOUSDT_PERP.A_ls_ratio,MATICUSDT_PERP.A_ls_ratio,KNCUSDT_PERP.A_ls_ratio,ZILUSDT_PERP.A_ls_ratio,BLZUSDT_PERP.A_ls_ratio,NEARUSDT_PERP.A_ls_ratio,AVAXUSDT_PERP.A_ls_ratio,MKRUSDT_PERP.A_ls_ratio,SNXUSDT_PERP.A_ls_ratio,ENJUSDT_PERP.A_ls_ratio,ZRXUSDT_PERP.A_ls_ratio,FLMUSDT_PERP.A_ls_ratio,FTMUSDT_PERP.A_ls_ratio,UNIUSDT_PERP.A_ls_ratio,SKLUSDT_PERP.A_ls_ratio,TRBUSDT_PERP.A_ls_ratio,TRXUSDT_PERP.A_ls_ratio,BNBUSDT_PERP.A_ls_ratio,XRPUSDT_PERP.A_ls_ratio,NEOUSDT_PERP.A_ls_ratio,EOSUSDT_PERP.A_ls_ratio,ETCUSDT_PERP.A_ls_ratio,BTCUSDT_PERP.A_ls_ratio,LTCUSDT_PERP.A_ls_ratio,XLMUSDT_PERP.A_ls_ratio,LINKUSDT_PERP.A_ls_ratio,ETHUSDT_PERP.A_ls_ratio,BCHUSDT_PERP.A_ls_ratio,ADAUSDT_PERP.A_ls_ratio,XMRUSDT_PERP.A_ls_ratio,DASHUSDT_PERP.A_ls_ratio,ZECUSDT_PERP.A_ls_ratio,ONTUSDT_PERP.A_ls_ratio,ATOMUSDT_PERP.A_ls_ratio,XTZUSDT_PERP.A_ls_ratio,IOTAUSDT_PERP.A_ls_ratio,BATUSDT_PERP.A_ls_ratio,VETUSDT_PERP.A_ls_ratio,QTUMUSDT_PERP.A_ls_ratio,IOSTUSDT_PERP.A_ls_ratio,THETAUSDT_PERP.A_ls_ratio,AUDIOUSDT_PERP.A_ls_ratio,SUSHIUSDT_PERP.A_ls_ratio,COMPUSDT_PERP.A_ls_ratio,RUNEUSDT_PERP.A_ls_ratio,DOTUSDT_PERP.A_ls_ratio,FILUSDT_PERP.A_ls_ratio,AAVEUSDT_PERP.A_ls_ratio,UNFIUSDT_PERP.A_ls_ratio,GRTUSDT_PERP.A_ls_ratio,DEFIUSDT_PERP.A_ls_ratio,GTCUSDT_PERP.A_ls_ratio,YFIUSDT_PERP.A_ls_ratio,LRCUSDT_PERP.A_ls_ratio,SOLUSDT_PERP.A_ls_ratio,EGLDUSDT_PERP.A_ls_ratio,ICXUSDT_PERP.A_ls_ratio,OCEANUSDT_PERP.A_ls_ratio,ROSEUSDT_PERP.A_ls_ratio,OGNUSDT_PERP.A_ls_ratio,BELUSDT_PERP.A_ls_ratio,CTKUSDT_PERP.A_ls_ratio,AXSUSDT_PERP.A_ls_ratio,MASKUSDT_PERP.A_ls_ratio,ALPHAUSDT_PERP.A_ls_ratio,ZENUSDT_PERP.A_ls_ratio,BAKEUSDT_PERP.A_ls_ratio,1INCHUSDT_PERP.A_ls_ratio,LINAUSDT_PERP.A_ls_ratio,CELOUSDT_PERP.A_ls_ratio,GALAUSDT_PERP.A_ls_ratio,CELRUSDT_PERP.A_ls_ratio,DGBUSDT_PERP.A_ls_ratio,REEFUSDT_PERP.A_ls_ratio,ANKRUSDT_PERP.A_ls_ratio,CHZUSDT_PERP.A_ls_ratio,LPTUSDT_PERP.A_ls_ratio,ALICEUSDT_PERP.A_ls_ratio,1000SHIBUSDT_PERP.A_ls_ratio,SANDUSDT_PERP.A_ls_ratio,RVNUSDT_PERP.A_ls_ratio,SFPUSDT_PERP.A_ls_ratio,LITUSDT_PERP.A_ls_ratio,XEMUSDT_PERP.A_ls_ratio,ATAUSDT_PERP.A_ls_ratio,HOTUSDT_PERP.A_ls_ratio,STMXUSDT_PERP.A_ls_ratio,C98USDT_PERP.A_ls_ratio,ARUSDT_PERP.A_ls_ratio,MANAUSDT_PERP.A_ls_ratio,ONEUSDT_PERP.A_ls_ratio,HBARUSDT_PERP.A_ls_ratio,CHRUSDT_PERP.A_ls_ratio,DYDXUSDT_PERP.A_ls_ratio,COTIUSDT_PERP.A_ls_ratio,DENTUSDT_PERP.A_ls_ratio,NKNUSDT_PERP.A_ls_ratio,IOTXUSDT_PERP.A_ls_ratio,CTSIUSDT_PERP.A_ls_ratio,1000XECUSDT_PERP.A_ls_ratio,ENSUSDT_PERP.A_ls_ratio,KLAYUSDT_PERP.A_ls_ratio,ARPAUSDT_PERP.A_ls_ratio,ANTUSDT_PERP.A_ls_ratio
2023-02-27,2.775,2.9746,2.1556,2.1104,3.2301,2.465,1.8393,2.1008,3.5517,2.3591,2.1857,5.6622,2.1797,4.2056,2.8971,3.3764,2.8081,1.4771,2.4518,2.0021,2.917,3.2499,0.8776,2.0788,2.4626,1.6233,2.9698,3.2159,2.9324,2.4235,1.9842,1.471,1.9851,4.2659,1.6589,2.9432,2.5162,1.8474,1.9197,2.8565,2.9032,1.4655,2.012,3.279,3.0933,1.6247,3.1442,1.9824,2.4831,3.1494,2.6576,1.8129,2.3693,2.1417,2.9888,2.2373,1.7886,3.914,3.2808,3.5167,4.8411,2.885,2.6179,3.3215,2.3234,1.7248,2.7566,0.7074,3.4723,2.2289,3.0388,1.8321,2.3179,3.5496,2.5549,2.8095,2.3389,4.1813,1.9104,2.375,2.1939,2.3378,4.4259,2.1736,2.8095,3.6926,2.1606,1.572,4.8411,2.3456,4.2743,2.1746,3.6555,4.4025,3.6019,2.5984,2.6153,2.2971,1.7996,2.9857,3.2481,1.9533,2.9002,2.8775,3.2141,2.9063,2.7679,2.873,2.4294,3.3271,2.0572,2.3704,3.2141,2.3467,2.4247,1.7816,0.8182,2.251,1.7778
2023-02-28,2.9494,2.0193,2.202,2.6062,2.4916,2.2862,1.7442,2.0864,3.029,2.2733,2.3091,5.5876,2.1397,3.89,3.268,2.8971,3.158,2.0139,2.3864,1.9317,2.9888,3.4072,0.9486,1.6151,2.3036,1.9078,2.8865,3.5746,3.1701,2.4247,2.5186,1.3419,2.2446,3.7939,1.2114,2.6127,2.5842,1.8169,2.2383,2.775,3.5045,1.5549,2.2478,3.3197,2.7286,1.3458,3.1442,1.8082,2.5753,3.3122,2.6271,2.3979,2.5625,1.9206,2.7467,2.5971,2.1928,3.995,3.1391,3.2391,4.3792,3.2589,2.7078,3.5893,2.8745,1.6788,1.0907,1.4734,3.7687,2.391,3.5517,1.6546,2.5112,3.2699,2.1182,2.9231,2.7369,3.8544,1.9369,2.6536,2.283,2.3829,4.0378,2.3647,3.0355,3.8379,1.9394,1.8393,4.385,2.2175,4.3305,2.3014,3.6838,5.4558,3.5641,2.375,2.6443,2.3501,0.3473,3.4248,2.659,2.2051,3.1667,2.499,3.2088,2.6403,3.0177,2.9825,2.6284,3.4563,1.8523,2.6873,3.1859,1.9455,2.2927,1.8209,1.7034,2.2352,2.0395
2023-03-01,2.8168,2.5842,1.2904,0.8801,3.3706,2.5186,1.7988,2.4141,2.6166,2.5002,2.2499,5.7981,2.0414,4.1335,3.1186,3.1824,3.1946,2.3278,2.3467,1.9078,3.6189,3.8497,0.9505,1.1896,2.4364,1.9904,3.0552,3.6707,3.0634,2.6206,2.4141,1.4284,2.2873,3.8008,1.7778,2.0349,2.7495,1.8514,1.9603,2.861,3.3668,1.6752,2.3289,3.5025,2.4542,1.6518,3.4014,1.6371,2.8095,3.5228,2.712,2.3234,2.7051,2.2227,2.647,2.7722,2.3523,3.2608,3.4228,3.4131,4.5617,3.2427,2.7693,3.6147,2.9714,1.6596,1.6781,1.442,3.4723,2.4843,3.4863,2.2404,2.9002,3.1186,2.5411,2.9417,2.6417,3.7847,1.918,2.6153,2.3979,2.9872,4.0659,2.3102,3.29,3.5126,1.9718,1.7427,4.9137,2.3956,3.9603,3.5537,3.6904,5.9109,3.8614,2.8476,3.2283,2.0157,0.8965,3.1085,2.9139,2.1686,2.9463,2.9417,3.2283,2.4602,2.951,2.6179,2.269,3.6361,2.1172,3.0634,3.2662,2.0941,1.9833,2.4638,2.2478,2.1456,1.9744
2023-03-02,2.7202,2.5907,3.0355,0.3721,2.3124,2.4662,1.8893,2.4317,3.0225,2.861,2.3807,5.2112,1.5381,4.0327,3.1929,3.4924,2.7879,2.358,2.4614,2.0157,3.095,3.5746,0.4152,1.1395,2.5273,0.5934,3.4464,3.2735,1.8482,2.4566,1.59,1.3159,2.5211,3.1736,1.6838,1.6596,2.6258,1.6504,1.2681,3.2159,2.3898,1.1959,2.3501,3.2772,2.69,1.6925,3.2955,1.7034,2.4002,3.1684,2.2123,2.3681,2.5511,2.1586,2.4916,2.1716,2.5791,2.7425,2.6996,3.2141,4.1626,2.8226,2.0675,3.5914,3.1824,1.2051,3.1339,0.5916,3.4504,2.5881,4.6915,1.6455,2.1847,2.9339,2.5063,2.7922,2.5689,4.005,1.7034,2.5423,2.5063,3.2808,4.2383,2.4153,2.8805,3.5704,2.1486,2.1427,4.9809,2.5499,4.9382,2.6751,3.7461,6.4184,3.3706,2.6996,2.937,2.2852,1.5044,3.2772,2.639,1.9403,3.0225,3.3197,2.92,2.9417,3.1929,2.5361,1.3641,3.5704,2.1348,2.471,3.2845,2.1037,2.3647,2.1085,2.6364,2.125,2.1616
2023-03-03,2.8197,2.7383,3.0453,0.5218,3.6642,2.4258,2.1114,2.5663,3.7755,3.2159,2.2669,6.0225,2.1867,3.817,3.8239,3.7192,3.0469,2.5162,2.4507,2.639,4.0454,3.5579,0.6872,1.7255,2.885,1.7556,3.2319,4.0302,2.635,2.4483,2.1368,1.2925,2.7383,3.9383,1.71,1.3469,2.7893,1.9326,2.0386,2.9825,3.5998,1.4378,2.4578,3.7916,2.5474,1.7465,3.7125,2.0349,3.0306,3.1408,2.8551,2.6483,2.7651,2.3829,2.349,2.471,2.8023,3.1876,3.3011,3.329,5.192,3.5893,2.7453,3.5935,3.5537,1.6281,3.8426,0.4734,3.3592,2.827,5.1463,2.2196,2.6179,3.4307,2.6206,3.2445,3.4111,4.071,3.1806,2.6364,2.2658,2.864,3.6751,2.5361,3.1203,4.1948,1.9691,1.9507,4.5432,2.8491,5.1614,2.7566,4.0684,5.6756,3.5558,3.1391,3.4484,2.3659,1.7435,3.1186,3.2717,1.9429,3.0209,2.8956,2.973,2.8521,3.3975,2.9809,2.6914,3.9801,2.2658,2.9952,2.885,2.1456,2.1536,2.5829,3.2301,2.2938,2.2216
2023-03-04,2.358,2.7636,2.3591,0.7079,2.992,2.5014,1.5927,2.2457,3.29,3.075,2.2175,5.1275,2.5075,3.2176,3.2212,2.8536,2.8805,2.1656,2.3467,2.6792,3.7281,3.1374,0.6192,1.3844,2.3602,1.8612,2.8008,2.5162,3.0617,2.4329,2.5958,1.8035,3.095,2.9185,1.7473,0.7803,2.2237,2.1786,2.2457,2.635,3.5809,1.886,2.7051,3.1929,2.7552,1.9691,2.6206,1.9369,2.7272,2.4153,2.7175,2.6697,2.659,2.0921,2.2733,3.0437,2.5224,3.0032,2.4376,3.2194,4.5556,3.3271,2.2862,3.717,3.065,1.8482,3.1859,0.4877,2.7355,2.2982,4.0582,1.9967,2.4037,3.3783,2.3456,2.7736,3.3956,3.3687,2.723,2.5063,2.4771,3.1,4.3362,2.3921,3.0177,3.5683,2.096,1.8662,4.8275,2.6364,4.4142,2.73,3.9702,5.8493,3.5809,2.6443,3.0683,2.059,2.6724,2.8521,2.8095,1.8506,2.8565,2.56,2.7051,2.7106,3.4643,3.1051,3.5249,3.268,1.8969,2.3681,2.3322,2.2342,2.4904,3.686,2.7807,2.2616,1.845
2023-03-05,2.5537,2.5638,2.1008,0.8674,3.2808,2.4953,1.4582,2.0713,3.1152,2.7807,2.1368,5.5189,2.6684,3.4326,2.3693,3.2283,2.8971,2.1368,2.601,2.3921,3.7619,3.2571,0.9704,0.6139,2.3557,1.9895,2.5524,2.8491,2.8417,2.5236,2.3829,1.7465,2.973,2.8197,1.164,1.324,2.3979,2.0969,2.201,2.8081,3.3879,1.8129,2.5499,3.2017,2.075,1.9525,2.4435,1.9146,2.8388,2.5063,2.73,2.4507,2.601,2.0684,2.4855,3.0274,2.4459,2.655,2.2765,3.3554,4.6338,3.1806,2.3333,3.7348,3.0339,1.6553,2.3014,0.9897,3.08,2.3875,3.4092,2.0817,2.0248,3.3898,2.4118,2.8745,3.2937,3.5767,2.3014,2.1908,2.1348,2.6576,4.2192,2.0979,2.9683,3.2248,1.9568,1.7108,3.8473,2.4868,4.4915,2.6101,3.8709,5.566,3.8193,2.4495,2.6657,2.0609,2.499,3.0323,3.2212,1.745,2.758,2.7636,2.3201,2.7679,2.9277,2.7355,3.8757,3.3764,1.8209,2.4341,2.3693,2.075,2.2949,2.9339,2.4795,2.0656,1.7755
2023-03-06,3.1152,2.827,2.3069,1.0165,3.1442,2.574,1.46,2.1221,3.3879,3.4053,2.1736,5.1652,2.5778,3.4464,1.8827,3.0371,2.7037,1.9265,2.592,2.0826,3.7893,3.223,0.4065,0.5251,2.2873,2.1358,2.6114,2.6751,1.9138,2.5162,2.4014,1.6048,3.1288,3.4663,1.3629,1.7056,2.367,2.046,1.9682,2.873,3.1051,1.8474,2.6955,3.1632,1.8153,1.9967,2.5638,2.0102,2.2051,2.7707,2.9017,2.4819,2.8285,2.1847,2.6403,3.2626,2.4435,2.5511,2.635,3.3573,4.3937,2.7764,2.4014,3.7416,2.8595,1.4462,2.5162,0.9268,2.8941,2.2701,3.5683,1.6903,1.0513,3.095,2.5676,3.2445,3.1288,3.7326,2.2425,2.5199,2.1807,2.7736,3.9751,2.2436,2.7552,3.0453,2.0497,1.6441,4.6561,2.6193,3.8591,2.6711,3.9505,5.4725,3.6232,2.4282,3.2337,2.1172,3.0967,2.391,2.888,1.661,2.9448,3.0161,2.3704,2.076,3.2937,2.9952,3.8193,3.1667,1.7956,2.2884,2.5311,2.1358,2.2051,3.3234,2.4578,1.6267,1.9429
2023-03-07,2.8329,2.4141,1.9078,0.7702,1.745,2.4423,1.6638,1.9753,2.1686,3.2319,1.9369,5.2267,2.471,3.1085,3.1169,3.0519,2.8805,1.9551,2.5026,2.4329,3.5475,3.1425,0.7544,0.6734,2.1075,2.126,2.6088,2.4258,2.095,2.1696,2.4495,1.6048,2.7679,2.7202,1.4349,2.0469,2.3091,1.97,2.499,2.6711,3.2863,1.7495,2.465,3.5228,1.3602,3.0193,2.5039,1.7949,2.2134,2.4176,2.7636,2.06,2.5651,1.8818,2.3124,3.0177,2.6206,2.5958,2.3841,3.4287,4.7438,3.223,1.9603,3.845,2.7051,1.5846,2.7425,0.9912,3.2955,2.5211,3.4405,1.9104,1.505,3.1771,1.9343,3.0177,2.9246,3.5045,0.7331,1.9386,1.8994,2.723,3.2034,1.8612,3.0128,1.3546,1.448,1.7248,4.4585,2.5511,4.211,2.4435,3.2391,5.5746,2.8417,2.785,2.8775,2.0883,2.7636,1.7632,3.0535,1.7863,2.8551,3.1771,1.3089,2.5537,3.5228,3.2445,3.9237,3.2589,1.9568,2.2289,2.7467,2.4118,2.3956,3.2589,2.8285,1.733,2.0075
2023-03-08,3.2409,3.1545,2.1526,1.2396,1.5413,2.465,1.8629,1.9343,2.8506,3.29,2.0066,5.7295,2.7216,3.384,3.7778,3.2017,2.5625,1.8121,2.6298,2.5791,3.81,3.4267,0.7784,1.4195,1.9019,2.3102,2.9246,3.1339,1.9061,2.5804,2.4141,1.8361,2.6563,1.8145,1.6731,2.1766,2.992,2.1656,2.4868,2.8197,3.0733,1.7071,2.785,3.3706,2.1192,2.7051,2.7764,1.9011,2.9541,2.6969,2.5361,2.4412,2.6982,2.2723,2.4317,3.065,2.6193,2.7994,2.9185,3.1824,5.1767,3.3422,2.4305,3.5893,3.2662,1.8952,2.643,1.4254,3.1771,2.7608,3.8031,1.5214,2.1746,3.717,2.0039,2.7147,3.4014,3.7192,1.0276,2.5625,2.1407,3.3384,3.697,2.1867,3.0306,2.9573,1.8498,1.2826,4.4025,3.029,4.6275,2.5075,3.8948,5.135,3.6555,2.6765,2.9216,2.2787,2.651,1.9718,3.0032,1.6219,2.8625,3.4228,2.4614,2.8715,3.4903,2.9479,4.2083,2.9093,2.0202,2.42,2.8241,2.3852,2.1606,2.4435,2.8344,1.8257,1.9112
2023-03-09,3.1051,2.6219,1.6462,1.8201,3.008,2.3659,1.8233,2.0303,1.2447,3.1754,1.7701,5.5617,2.2971,3.0323,2.8685,3.0502,2.8971,1.9789,2.9604,2.6258,3.81,2.7764,0.8255,1.7739,1.9568,2.2798,3.2088,2.917,2.1716,2.1486,2.4674,1.4931,2.2938,1.1887,1.6205,2.3223,2.9651,2.1496,2.4892,1.9036,3.2176,1.7685,2.827,3.3346,2.5112,2.614,2.6941,1.7064,3.0161,3.1545,2.4176,2.3523,2.7722,2.0779,2.1766,2.7836,2.6819,2.8388,2.8124,3.1999,5.2189,2.8655,2.1328,3.5249,3.1068,1.9231,1.9638,1.5575,2.962,1.8523,2.9324,1.5145,2.308,3.0683,2.2457,2.8447,2.6765,3.5086,1.5733,2.3113,2.126,3.1528,3.5956,2.4048,2.7864,2.6846,1.8612,1.4301,3.9383,2.8197,4.8173,2.3613,3.8948,3.6296,3.9334,2.406,2.6751,2.3956,2.3681,2.7106,3.0032,1.4931,2.8926,3.2992,1.7917,2.92,2.4329,2.5026,3.3783,2.951,1.9577,2.2626,2.488,2.5448,2.1348,2.5398,2.3898,1.7847,1.6817
2023-03-10,2.9063,2.7779,1.7285,1.7108,2.6271,1.8466,1.7624,1.9146,0.8706,2.7908,1.7716,5.7249,2.308,2.9339,2.5537,2.9777,2.8805,1.7988,2.6311,2.6443,3.3159,3.1017,1.0231,2.0826,2.0386,2.1397,2.6941,2.7651,2.4831,2.199,2.4843,1.7747,2.6179,2.5186,1.6617,2.7051,2.9401,2.2196,2.592,2.3967,3.4267,1.8893,2.6832,3.4464,2.2776,2.4388,2.5199,1.6882,2.5149,2.5311,2.1348,2.0826,2.8212,2.0826,1.9869,2.9667,2.3852,2.7965,2.7679,3.3649,5.1463,3.1085,2.0675,3.5455,2.9417,1.9369,2.4447,1.8637,3.1,1.8563,2.9339,1.3663,2.1546,2.7722,2.1726,2.465,2.6088,3.1946,2.1736,2.1279,2.2478,2.7355,3.3956,2.5474,2.3875,3.0209,1.7601,1.4734,3.5147,2.5461,4.2002,2.2616,3.8008,4.8997,4.0787,2.4928,2.0139,2.268,2.0525,2.9386,2.44,1.7503,2.4459,2.5524,2.0441,3.1841,2.7313,2.4317,2.4855,2.6443,1.9343,1.9958,2.3704,2.3367,1.9904,2.4783,0.9433,1.8604,1.6392
2023-03-11,2.6887,2.5174,1.7785,1.8918,1.5833,2.1153,1.419,1.8185,0.81,2.8241,1.5867,4.963,2.2446,2.8066,2.2927,2.9401,2.3311,1.7762,2.4578,2.7327,2.659,2.7383,1.1322,2.0404,2.0497,2.0553,2.6738,2.5039,2.3445,1.59,2.0788,2.013,2.4002,2.5804,1.5634,2.6711,2.3389,1.9525,2.6832,2.2808,3.1477,1.7189,2.123,2.8491,2.1417,2.1807,2.6062,1.5648,1.5465,2.1606,2.3875,2.0266,2.2927,2.0184,1.7655,2.2949,2.283,2.42,2.6941,3.0355,4.0556,2.9047,2.1837,3.5208,2.8373,1.9412,2.5336,1.5031,2.9401,1.8686,2.8052,1.4462,1.764,2.6101,2.1476,2.4223,2.3557,2.87,2.1827,2.013,2.0386,2.8008,2.992,2.1319,2.1192,2.667,1.4266,1.6281,3.29,2.3025,3.415,2.3113,3.8544,4.423,3.3995,2.413,2.231,2.0845,2.0637,3.158,2.7078,1.8785,2.7467,2.601,2.1114,3.065,2.3378,2.0553,2.7538,2.83,1.9044,2.0534,2.3102,2.2041,2.0741,1.886,0.9889,2.0516,1.5013
2023-03-12,2.92,2.6232,1.4722,1.942,1.6652,1.9078,1.6021,1.8035,1.3073,2.4364,1.6596,4.305,2.0581,2.7793,2.0048,2.6536,2.2425,1.7678,1.8329,2.614,2.87,2.9479,0.8709,1.8225,1.7382,1.9913,2.2563,2.5423,2.5075,1.7518,2.2982,1.3175,2.4578,3.08,1.4882,2.6697,2.3636,1.7181,2.7665,2.0139,2.8926,1.2857,1.8506,3.4803,1.1575,2.3058,2.3864,1.5806,1.9308,2.4235,1.5615,1.5202,2.3704,1.7525,1.8514,2.2584,2.0516,2.3179,2.4106,2.9904,4.1975,2.8865,2.2031,3.1442,2.8986,1.5329,2.5088,1.4894,2.296,1.745,2.6245,1.6385,1.4612,2.5537,2.2895,2.123,1.1768,2.9463,2.0321,2.4819,1.9904,2.7622,3.2337,2.1706,2.3091,3.1494,1.3079,1.2941,3.1494,1.6385,3.0355,2.3478,3.2717,4.0813,2.9952,1.6824,1.956,2.2092,1.9994,2.7509,2.268,1.7832,2.1666,2.8941,2.0941,2.758,2.5625,2.6914,2.9841,2.701,1.9317,2.4471,1.9172,2.4165,2.3014,1.8752,1.2158,1.9806,1.3568
2023-03-13,3.1271,2.5125,1.3305,1.4361,1.2507,2.2916,1.6681,1.896,0.9639,1.7801,1.7293,3.8757,2.2175,3.0502,2.4746,2.811,1.9214,1.876,2.3113,2.51,2.5829,2.659,0.6281,0.9186,1.9002,2.1201,2.7411,2.0423,1.9403,1.8425,2.1867,1.116,2.251,2.8745,1.5634,2.2765,2.0618,1.4056,2.319,2.2927,2.3289,1.1186,1.7337,2.885,0.9234,1.8201,2.2712,1.7716,1.8106,2.3025,2.0084,1.8433,2.4247,1.7801,1.9878,2.3278,2.0902,1.8281,2.3047,3.1186,3.7893,2.5613,1.8612,3.878,2.7793,1.8777,2.5676,1.624,2.1299,1.9104,2.937,1.6116,1.7533,2.5702,2.3356,1.949,1.4325,3.0339,1.8678,2.0893,2.0414,2.8023,3.5045,2.2637,2.2,3.1632,1.6947,1.4558,3.5065,2.1289,3.2463,2.127,3.2863,4.0352,2.6245,2.059,1.7972,2.1027,1.9308,2.7078,2.5932,2.1606,2.3278,2.9124,2.2352,2.4435,2.4602,2.6417,2.1908,2.8745,1.9577,2.2092,2.3234,2.2982,2.2916,2.0874,1.5195,1.8785,1.405
2023-03-14,2.7411,2.4554,1.6048,1.4655,1.381,1.9806,1.6846,1.7027,0.9728,2.2113,1.4919,3.6992,2.0157,3.0225,2.5778,2.723,1.8169,1.7556,2.1867,1.9985,2.3102,2.8402,0.4102,0.3421,2.0039,1.8794,2.712,1.9656,1.784,1.9308,2.023,0.9928,1.5031,2.9761,1.5439,2.0855,1.9403,0.8529,1.7533,2.1716,2.0989,0.8413,1.445,2.5149,1.1142,1.6015,2.2765,1.784,1.8769,2.1192,1.8555,1.6947,2.2819,1.7285,2.1328,2.2626,2.0902,2.1172,2.252,2.9339,3.4843,1.8106,1.7685,3.7733,2.0488,1.4266,2.701,1.1097,2.5298,2.1008,2.655,1.5,1.7739,2.1397,2.5613,2.127,1.7563,2.879,1.9446,2.1377,1.9104,2.785,3.268,2.1124,2.2415,2.8052,1.4231,1.3981,3.4484,1.4498,3.0519,2.44,3.4803,4.0429,2.6101,2.0855,1.9833,2.0836,2.012,2.758,2.6245,1.9189,2.4965,3.5025,2.2531,2.5002,2.1756,2.6364,1.918,2.7397,1.791,2.096,2.391,2.2206,1.8129,2.0404,1.4172,1.8233,1.451
2023-03-15,2.5727,2.3434,1.6434,1.1954,2.23,2.123,1.6932,1.7255,1.1195,2.2733,1.4219,3.5662,2.0479,3.0306,2.5562,3.1118,2.0902,1.8531,2.0414,2.0386,2.5211,3.1034,0.96,0.7215,1.942,1.867,2.9355,2.2175,1.9507,2.1939,2.199,1.1805,1.5569,3.1322,1.6392,1.8986,1.9095,1.0149,1.7902,1.7503,2.0931,0.9646,1.3535,2.992,1.3861,1.686,2.399,1.6918,1.7086,1.8927,2.0012,1.7503,2.4495,1.9691,2.1192,2.4176,2.2478,2.1596,2.406,2.723,3.6468,2.5311,1.7263,3.529,2.6941,1.6427,2.7793,1.5674,2.6887,2.427,2.9246,1.6918,1.713,2.0211,2.3795,2.3333,1.8313,2.9635,1.7042,2.0562,1.6925,2.8329,3.1356,2.1027,2.0893,2.5474,1.5291,1.5,3.5558,1.7144,2.8655,2.3256,3.1118,4.152,2.6996,1.845,2.3921,1.9002,1.7778,2.6258,2.5549,1.9044,2.6062,3.2052,2.873,2.4807,2.3818,2.7636,1.8835,3.158,1.907,1.862,2.4294,1.8835,2.0553,1.886,1.4637,1.9019,1.6205
2023-03-16,2.686,2.2123,1.7495,1.6434,3.0048,2.0713,1.767,1.7337,1.0509,2.3378,1.4343,4.4142,2.1377,3.0274,2.879,2.7481,2.6088,1.9257,2.0184,2.0864,3.1305,3.6685,1.3535,1.9248,2.1085,1.9028,2.973,2.6792,2.4083,2.0479,1.8877,1.1801,1.4408,3.7237,1.7457,2.2895,2.8095,1.0585,2.5613,1.7709,2.9231,1.1487,1.6323,3.1876,1.642,2.0969,2.4165,1.713,1.8098,1.9674,2.0276,2.0066,2.6298,1.8098,2.1279,2.5162,2.268,2.643,2.5625,2.775,4.4083,3.7893,2.1066,3.5413,2.6523,1.9053,2.6377,1.6731,2.9324,2.5026,2.9093,1.4851,1.8458,2.3058,2.7481,2.4758,2.1017,3.344,1.0708,2.0057,1.9291,2.7175,3.3687,2.1377,2.1696,3.3516,1.5458,1.9002,3.4287,1.798,3.7847,2.198,3.5977,6.0175,3.5106,1.9146,2.5273,2.0166,1.8281,3.07,2.5286,1.6903,2.5436,3.2735,3.0519,2.4892,2.9541,2.7707,2.8491,2.9017,1.9472,2.0202,2.4352,2.0488,1.7709,1.8835,1.6028,1.5044,1.3089
2023-03-17,2.4614,2.2605,1.8161,1.6596,2.3944,2.0331,1.8019,1.7933,2.4376,2.1476,1.2512,3.3197,2.2373,3.0274,3.2088,2.7979,1.9464,1.9603,2.0855,2.1666,2.9604,3.845,1.7278,1.8885,2.0893,2.0713,2.879,2.33,2.4305,1.9806,1.97,1.2326,0.6636,3.5809,1.5426,1.7886,2.5855,0.9501,2.2404,2.0902,2.6751,1.1286,1.727,3.4563,1.6469,2.0048,2.4376,1.6831,1.7809,1.6947,2.0451,2.0581,2.6193,1.8305,2.1201,2.7453,2.4329,2.2041,2.6101,2.8745,3.7506,3.1615,1.9967,3.279,1.7488,1.9036,2.663,1.7755,2.7821,2.2584,3.2845,1.551,2.2457,2.3921,2.775,2.2457,2.231,2.9417,0.8619,2.1066,1.881,2.6536,3.386,2.2489,2.2082,3.0933,1.6288,1.8369,3.4053,2.2446,3.5393,2.3091,3.417,5.5746,3.2535,2.3256,2.2605,2.0893,1.9343,2.4211,2.6364,1.7226,3.09,2.1908,2.4247,2.601,2.7509,2.7722,2.4807,2.9588,1.8289,2.1338,2.4904,2.1056,2.3091,1.6969,1.7226,0.8396,1.0396
